wall_time,step,return
24_12_22_11_41_23,15000,423.09067
24_12_22_11_53_15,30000,283.62494
24_12_22_12_05_19,45000,638.8953
24_12_22_12_17_29,60000,643.2782
24_12_22_12_29_49,75000,1237.3085
24_12_22_12_42_16,90000,1444.055
24_12_22_12_54_59,105000,2034.7444
24_12_22_13_08_06,120000,2916.54
24_12_22_13_21_38,135000,3956.6777
24_12_22_13_34_36,150000,2979.8425
24_12_22_13_47_42,165000,3115.597
24_12_22_14_00_44,180000,3089.875
24_12_22_14_14_19,195000,4366.4067
24_12_22_14_27_38,210000,3648.1477
24_12_22_14_40_27,225000,3021.941
24_12_22_14_53_38,240000,3488.0566
24_12_22_15_07_13,255000,4484.2046
24_12_22_15_20_26,270000,3896.9219
24_12_22_15_33_10,285000,2601.9949
24_12_22_15_46_27,300000,3933.8716
24_12_22_15_59_19,315000,3330.1672
24_12_22_16_12_23,330000,3441.731
24_12_22_16_24_48,345000,1915.6957
24_12_22_16_37_29,360000,2456.5103
24_12_22_16_49_52,375000,1744.4388
24_12_22_17_02_16,390000,1954.6746
24_12_22_17_14_57,405000,2648.5757
24_12_22_17_27_57,420000,3600.4868
24_12_22_17_41_19,435000,4465.616
24_12_22_17_54_24,450000,3797.6353
24_12_22_18_07_56,465000,4921.7227
24_12_22_18_21_28,480000,4978.564
24_12_22_18_35_04,495000,4941.7686
24_12_22_18_47_43,510000,2774.869
24_12_22_19_00_59,525000,4199.8438
24_12_22_19_14_23,540000,4633.204
24_12_22_19_27_14,555000,2900.8306
24_12_22_19_40_30,570000,3782.0527
24_12_22_19_54_06,585000,5171.211
24_12_22_20_07_44,600000,4988.7295
24_12_22_20_21_14,615000,4570.1567
24_12_22_20_34_51,630000,5137.6943
24_12_22_20_48_29,645000,5200.126
24_12_22_21_01_53,660000,4846.2954
24_12_22_21_15_09,675000,4164.004
24_12_22_21_27_09,690000,696.5018
24_12_22_21_40_13,705000,3474.9087
24_12_22_21_53_48,720000,5341.405
24_12_22_22_07_04,735000,4416.441
24_12_22_22_20_50,750000,5262.324
24_12_22_22_34_37,765000,5137.1514
24_12_22_22_48_01,780000,4562.5566
24_12_22_23_01_13,795000,4163.6104
24_12_22_23_14_10,810000,3510.9746
24_12_22_23_27_34,825000,4697.4673
24_12_22_23_41_11,840000,5566.5684
24_12_22_23_54_37,855000,4695.905
24_12_23_00_08_11,870000,5336.5107
24_12_23_00_21_08,885000,3389.5417
24_12_23_00_34_16,900000,4214.156
24_12_23_00_46_42,915000,2041.1793
24_12_23_00_59_22,930000,2731.525
24_12_23_01_12_30,945000,3739.3098
24_12_23_01_25_42,960000,3963.306
24_12_23_01_38_55,975000,4259.7944
24_12_23_01_51_57,990000,3560.9602
24_12_23_02_05_24,1005000,4932.777
24_12_23_02_19_03,1020000,5335.447
24_12_23_02_32_37,1035000,5138.5913
24_12_23_02_45_45,1050000,3823.3765
24_12_23_02_59_07,1065000,4712.741
24_12_23_03_12_27,1080000,4479.262
24_12_23_03_26_00,1095000,5245.117
24_12_23_03_39_38,1110000,5615.578
24_12_23_03_53_03,1125000,5129.6543
24_12_23_04_06_40,1140000,5480.295
24_12_23_04_20_02,1155000,4692.0063
24_12_23_04_33_32,1170000,5068.548
24_12_23_04_46_45,1185000,4092.0718
24_12_23_05_00_12,1200000,4742.757
24_12_23_05_13_38,1215000,4799.471
24_12_23_05_27_09,1230000,4802.427
24_12_23_05_40_06,1245000,3311.0288
24_12_23_05_53_24,1260000,4142.1064
24_12_23_06_06_59,1275000,5097.8096
24_12_23_06_20_17,1290000,4628.169
24_12_23_06_33_52,1305000,5464.212
24_12_23_06_47_08,1320000,4095.4019
24_12_23_07_00_39,1335000,5020.4478
24_12_23_07_14_14,1350000,5201.9033
24_12_23_07_27_54,1365000,5239.302
24_12_23_07_41_27,1380000,4997.7954
24_12_23_07_55_06,1395000,5559.169
24_12_23_08_08_38,1410000,5147.966
24_12_23_08_22_10,1425000,5065.9307
24_12_23_08_35_45,1440000,5476.2646
24_12_23_08_49_12,1455000,4940.438
24_12_23_09_02_29,1470000,4524.0415
24_12_23_09_16_09,1485000,5366.1436
24_12_23_09_29_34,1500000,5088.2935
